Cilium.ID,Position,Total.Length.pixel.,Outer.Length.pixel.,Out.In.Ratio...,Analysis.Time.s.,Manual.Total.Length.pixel.,Manual.Outer.Length.pixel.,Manual.Out.In.Ratio...,Manual.Analysis.Time.s.,fileName
7,"[114,347,20,16]",10.699974380976322,1.5406067967622736,14.398094274011036,0.0026235,10.699974380976322,1.5406067967622736,14.398094274011036,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
8,"[217,464,18,15]",7.264282266045712,0,0,0.0041274,7.264282266045712,0,0,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
9,"[925,514,19,12]",9.21270791786885,9.21270791786885,99.99891455459735,0.0022522,9.21270791786885,9.21270791786885,99.99891455459735,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
10,"[107,543,20,12]",8.37998412914432,1.0011533212139103,11.946817069915705,0.0020129,8.37998412914432,1.0011533212139103,11.946817069915705,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
11,"[228,575,17,20]",14.476211636854847,4.255270729435564,29.394716252185297,0.0024072,14.476211636854847,4.255270729435564,29.394716252185297,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
12,"[301,630,22,15]",10.65178432824734,10.65178432824734,99.999061198968,0.0020764,10.65178432824734,10.65178432824734,99.999061198968,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
13,"[556,672,21,16]",11.461852866278647,11.461852866278647,99.999127548323,0.0022722,11.461852866278647,11.461852866278647,99.999127548323,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
14,"[970,697,21,20]",16.11109738542632,16.11109738542632,99.99937931366857,0.0025795,16.11109738542632,16.11109738542632,99.99937931366857,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
15,"[678,707,17,16]",8.828659022740334,3.6061690381041274,40.8457069540088,0.0020572,8.828659022740334,3.6061690381041274,40.8457069540088,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
16,"[78,724,18,14]",5.0990195135927845,5.0990195135927845,99.99803887710941,0.0020275,5.0990195135927845,5.0990195135927845,99.99803887710941,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
17,"[501,790,18,15]",8.73142802218787,8.73142802218787,99.99885472508653,0.0020702,8.73142802218787,8.73142802218787,99.99885472508653,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
18,"[332,842,19,16]",12.06789195502328,12.06789195502328,99.999171361728,0.0020705,12.06789195502328,12.06789195502328,99.999171361728,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
19,"[858,973,19,17]",10.493121995284094,10.493121995284094,99.9990470038655,0.0022824,10.493121995284094,10.493121995284094,99.9990470038655,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
20,"[403,991,19,13]",8.485281374238571,2.6870057685088806,31.666293475819135,0.0022551,8.485281374238571,2.6870057685088806,31.666293475819135,0,190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
1,"[69,268,17,16]",9.486832980505135,9.486832980505135,99.9989459185576,0.0019448,9.486832980505135,9.486832980505135,99.9989459185576,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
2,"[180,335,18,14]",8.608149127986685,8.608149127986685,99.99883832358343,0.0022765,8.608149127986685,8.608149127986685,99.99883832358343,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
3,"[721,426,17,17]",10.626691850632955,10.626691850632955,99.99905898222714,0.0020691,10.626691850632955,10.626691850632955,99.99905898222714,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
4,"[311,505,20,13]",8.89226387543172,3.3708992938739573,37.907797533873435,0.0020234,8.89226387543172,3.3708992938739573,37.907797533873435,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
5,"[918,613,18,13]",7.8348888103707885,0,0,0.0028817,7.8348888103707885,0,0,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
6,"[486,619,17,18]",11.371149219826496,3.401318947203645,29.91156803839308,0.0022201,11.371149219826496,3.401318947203645,29.91156803839308,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
7,"[733,732,22,17]",13.471626043151025,2.4643976395104734,18.29310981842126,0.0020316,13.471626043151025,2.4643976395104734,18.29310981842126,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
8,"[386.6405,398.6271,20.5485,32.5351]",10.837327871089528,4.904219920123378,45.25261878056992,0.0031939,10.837327871089528,4.904219920123378,45.25261878056992,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
9,"[612.6739,643.4967,23.9732,22.2609]",9.81072594378563,4.015284158773165,40.92707567925537,0.0028424,9.81072594378563,4.015284158773165,40.92707567925537,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
10,"[456.8478,938.0251,23.9732,29.1104]",13.708499549497978,13.708499549497978,99.99927053088363,0.003414,13.708499549497978,13.708499549497978,99.99927053088363,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
1,"[725,41,24,13]",12.81481720744349,6.649727803533864,51.890524892906825,0.0020691,12.81481720744349,6.649727803533864,51.890524892906825,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
2,"[78,102,20,17]",12.296196421095546,1.141104724469723,9.280068448187714,0.0022352,12.296196421095546,1.141104724469723,9.280068448187714,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
3,"[46,213,19,15]",8.672662569725848,2.2174010010305487,25.567412726953535,0.0022616,8.672662569725848,2.2174010010305487,25.567412726953535,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
4,"[698,265,20,12]",9.655575186411838,1.414890448164555,14.6534594510355,0.0020674,9.655575186411838,1.414890448164555,14.6534594510355,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
5,"[276,396,20,11]",7.553785180554854,4.261113752819302,56.40956475997576,0.0021038,7.553785180554854,4.261113752819302,56.40956475997576,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
6,"[831,418,18,15]",8.672662569725848,2.2174010010305487,25.567412726953535,0.0024008,8.672662569725848,2.2174010010305487,25.567412726953535,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
7,"[283,681,17,14]",7.509713133025141,3.1536192121011988,41.99331136793336,0.002091,7.509713133025141,3.1536192121011988,41.99331136793336,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
8,"[867,787,16,18]",11.095460427917354,5.990385659813452,53.98903190812375,0.0021458,11.095460427917354,5.990385659813452,53.98903190812375,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
9,"[823,923,18,17]",10.8534818282824,10.8534818282824,99.99907864517371,0.0020688,10.8534818282824,10.8534818282824,99.99907864517371,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
10,"[247.9381,242.801,20.5485,22.2609]",12.114678283439016,5.193989398051253,42.87316925272558,0.0028581,12.114678283439016,5.193989398051253,42.87316925272558,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
11,"[509.9314,51.0151,11.9866,15.4114]",7.404462442217197,2.4876815295147066,33.59660410628941,0.0025517,7.404462442217197,2.4876815295147066,33.59660410628941,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
1,"[666,15,19,14]",9.245032987787877,4.887943318291269,52.8704489675581,0.0020525,9.245032987787877,4.887943318291269,52.8704489675581,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
2,"[411,67,22,12]",11.18385986240339,11.18385986240339,99.99910586231326,0.0020676,11.18385986240339,11.18385986240339,99.99910586231326,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
3,"[703,138,20,13]",8.857452030175,5.000891615324622,56.459071290669215,0.0021573,8.857452030175,5.000891615324622,56.459071290669215,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
4,"[223,139,16,15]",7.368459527086913,0.817483403965301,11.094209132194996,0.0041977,7.368459527086913,0.817483403965301,11.094209132194996,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
5,"[517,208,18,18]",10.63766300182221,10.63766300182221,99.99905995273646,0.0020783,10.63766300182221,10.63766300182221,99.99905995273646,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
6,"[275,224,24,14]",11.829696068998118,11.829696068998118,99.99915467689034,0.0023226,11.829696068998118,11.829696068998118,99.99915467689034,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
7,"[576,379,18,17]",10.8534818282824,4.0186712719357525,37.02622171663044,0.002026,10.8534818282824,4.0186712719357525,37.02622171663044,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
8,"[1,708,16,16]",10.365067374606731,6.829929353386634,65.89309276489875,0.0022589,10.365067374606731,6.829929353386634,65.89309276489875,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
9,"[369,776,23,12]",10.466677955470493,1.9669152991156664,18.791984577141548,0.00208,10.466677955470493,1.9669152991156664,18.791984577141548,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
10,"[887,977,21,14]",10.084330313866538,4.438183084624322,44.01025091642137,0.0020465,10.084330313866538,4.438183084624322,44.01025091642137,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
11,"[545.8913,251.3629,22.2609,22.2609]",11.4844406324648,11.4844406324648,99.9991292642588,0.0031459,11.4844406324648,11.4844406324648,99.9991292642588,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
12,"[355.8177,436.2993,15.4114,8.5619]",6.302270252339921,6.302270252339921,99.99841329537942,0.0027381,6.302270252339921,6.302270252339921,99.99841329537942,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
13,"[754.801,961.9983,22.2609,25.6856]",10.835857555441684,10.835857555441684,99.99907714662513,0.0031732,10.835857555441684,10.835857555441684,99.99907714662513,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3_projection.tif
1,"[495,102,22,14]",10.666220026094924,1.2950680476039071,12.141657520452704,0.0024963,10.666220026094924,1.2950680476039071,12.141657520452704,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4_projection.tif
2,"[441,241,18,16]",8.253970970471627,4.174159718635897,50.57092110751976,0.0017597,8.253970970471627,4.174159718635897,50.57092110751976,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4_projection.tif
3,"[214,245,16,16]",10.365067374606731,5.114642994748903,49.3445287461454,0.0018216,10.365067374606731,5.114642994748903,49.3445287461454,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4_projection.tif
4,"[63,289,17,13]",7.0710678118654755,7.0710678118654755,99.99858580643735,0.0019877,7.0710678118654755,7.0710678118654755,99.99858580643735,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4_projection.tif
5,"[394,414,19,14]",10.138536440276283,2.2200004065850956,21.896439621466488,0.0019652,10.138536440276283,2.2200004065850956,21.896439621466488,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4_projection.tif
6,"[339,554,21,13]",8.995574083001447,2.973806858194097,33.058188088578156,0.0020521,8.995574083001447,2.973806858194097,33.058188088578156,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4_projection.tif
7,"[507,561,21,13]",5.3322851272145755,1.3539217415255078,25.39054680457303,0.0022479,5.3322851272145755,1.3539217415255078,25.39054680457303,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4_projection.tif
8,"[734,597,16,15]",8.071406326021082,5.727327002182646,70.95735010104342,0.0020193,8.071406326021082,5.727327002182646,70.95735010104342,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4_projection.tif
9,"[377,825,17,16]",9.486832980505135,9.486832980505135,99.9989459185576,0.0019827,9.486832980505135,9.486832980505135,99.9989459185576,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4_projection.tif
10,"[248,883,19,17]",12.895238033757495,3.9352030381110703,30.51647834131584,0.002085,12.895238033757495,3.9352030381110703,30.51647834131584,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4_projection.tif
11,"[922.6137,693.1555,20.5485,18.8361]",9.340367277544388,2.774198552797167,29.70085404042553,0.0027274,9.340367277544388,2.774198552797167,29.70085404042553,0,190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4_projection.tif
1,"[669,30,19,13]",10.61927365608117,10.61927365608117,99.99905832487644,0.0019914,10.61927365608117,10.61927365608117,99.99905832487644,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
2,"[939,61,20,12]",8.851799400280623,8.851799400280623,99.99887029895532,0.0020037,8.851799400280623,8.851799400280623,99.99887029895532,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
3,"[584,163,17,17]",10.30635304276474,5.727950890206318,55.57635460462718,0.0019662,10.30635304276474,5.727950890206318,55.57635460462718,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
4,"[318,300,20,17]",10.645973203225276,1.1127748970473512,10.452444538050248,0.0020094,10.645973203225276,1.1127748970473512,10.452444538050248,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
5,"[132,317,17,13]",5.65685424949238,2.7341462205879847,48.33247892774333,0.0019533,5.65685424949238,2.7341462205879847,48.33247892774333,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
6,"[1002,485,17,18]",11.387173016460215,4.0317835453270385,35.406049714441075,0.0020633,11.387173016460215,4.0317835453270385,35.406049714441075,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
7,"[240,491,19,12]",7.834888810370787,1.100805937267234,14.04987248750313,0.0022357,7.834888810370787,1.100805937267234,14.04987248750313,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
8,"[205,578,17,16]",10.189325302976474,1.4738034818880452,14.464049130008604,0.0022342,10.189325302976474,1.4738034818880452,14.464049130008604,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
9,"[763,656,17,15]",7.090917508412512,0,0,0.0019754,7.090917508412512,0,0,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
10,"[718,734,17,12]",5.6568542494923815,1.2727922061357857,22.49960225946671,0.001985,5.6568542494923815,1.2727922061357857,22.49960225946671,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
11,"[311,779,17,16]",9.473335576043803,3.733780638645954,39.41316335214069,0.0020183,9.473335576043803,3.733780638645954,39.41316335214069,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
12,"[925,872,19,12]",6.403124237432849,1.1739061101960226,18.33304701924135,0.0022245,6.403124237432849,1.1739061101960226,18.33304701924135,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_projection.tif
1,"[41,36,16,19]",12.419899841288608,12.419899841288608,99.99919484701064,0.0022377,12.419899841288608,12.419899841288608,99.99919484701064,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
2,"[177,65,20,19]",13.019336032435122,2.4009509611681925,18.4412823657395,0.00208,13.019336032435122,2.4009509611681925,18.4412823657395,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
3,"[958,146,21,17]",12.309057414260096,1.2749622012643873,10.35783488955426,0.0019991,12.309057414260096,1.2749622012643873,10.35783488955426,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
4,"[353,212,19,14]",8.697637991595954,8.697637991595954,99.99885027578325,0.0020097,8.697637991595954,8.697637991595954,99.99885027578325,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
5,"[29,393,21,14]",11.793001701081357,5.465905977558309,46.34833240738626,0.0023447,11.793001701081357,5.465905977558309,46.34833240738626,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
6,"[670,451,18,17]",9.310477158294942,3.365261563245201,36.14450002433024,0.0020543,9.310477158294942,3.365261563245201,36.14450002433024,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
7,"[131,591,17,17]",9.861331216654808,9.861331216654808,99.9989859484105,0.0020717,9.861331216654808,9.861331216654808,99.9989859484105,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
8,"[31,784,25,16]",17.01761842385028,10.694276177742257,62.84200920115273,0.0024434,17.01761842385028,10.694276177742257,62.84200920115273,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_projection.tif
1,"[331,87,25,14]",12.711839829938633,8.069088207186695,63.476450605773906,0.0023992,12.711839829938633,8.069088207186695,63.476450605773906,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa_63x_zstack_1_projection.tif
2,"[824,106,26,11]",15.320899220420936,9.853844977812818,64.3159420351572,0.0023215,15.320899220420936,9.853844977812818,64.3159420351572,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa_63x_zstack_1_projection.tif
3,"[572,108,17,15]",9.365986466631696,4.810180760473316,51.357424230604934,0.0020576,9.365986466631696,4.810180760473316,51.357424230604934,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa_63x_zstack_1_projection.tif
4,"[419,118,21,12]",9.276390406754265,0,0,0.0020773,9.276390406754265,0,0,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa_63x_zstack_1_projection.tif
5,"[100,226,23,17]",15.278158700457508,15.278158700457508,99.99934547514897,0.0023875,15.278158700457508,15.278158700457508,99.99934547514897,0,190802_EV38_1_Collagen_ITSwithAsc+Dexa_63x_zstack_1_projection.tif
