fileName,researcher,Cilium_number,horizontal_length_in_pixels,z_lower,z_upper,horizontal_scaling_in_um,vertical_scaling_in_um,horizontal_length_in_um,vertical_length_in_layers,vertical_length_in_um,total_length_in_um
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,1,10.6,2,9,0.109823521291513,0.281,1.1641293256900378,8,2.248,2.5315412473296863
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,2,11.364,3,10,0.109823521291513,0.281,1.2480344959567538,8,2.248,2.5712047960242352
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,3,13.276,2,8,0.109823521291513,0.281,1.4580170686661267,7,1.967,2.448449054508132
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,4,19.772,3,9,0.109823521291513,0.281,2.1714306629757947,7,1.967,2.9298805648202624
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,5,15.7,3,10,0.109823521291513,0.281,1.7242292842767541,8,2.248,2.8331026498800798
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,6,5.336,6,12,0.109823521291513,0.281,0.5860183096115134,7,1.967,2.0524391487203553
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,7,15.042,4,12,0.109823521291513,0.281,1.6519654072669385,9,2.5290000000000004,3.0207334716599252
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,8,11.241,4,10,0.109823521291513,0.281,1.2345262028378976,7,1.967,2.322314351136245
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,9,14.535,3,10,0.109823521291513,0.281,1.5962848819721416,8,2.248,2.7571052617578484
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,10,16.986,3,11,0.109823521291513,0.281,1.8654623326576398,9,2.5290000000000004,3.1425770817220195
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,11,9.431,5,11,0.109823521291513,0.281,1.035745629300259,7,1.967,2.2230290165930335
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,12,19.801,3,10,0.109823521291513,0.281,2.174615545093249,8,2.248,3.127691923601365
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,13,19.648,4,11,0.109823521291513,0.281,2.1578125463356472,8,2.248,3.116032571255238
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,14,25.466,3,10,0.109823521291513,0.281,2.79676579320967,8,2.248,3.5882311661970325
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,15,18.992,4,11,0.109823521291513,0.281,2.085768316368415,8,2.248,3.0665833544135617
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,kai,16,16.108,5,10,0.109823521291513,0.281,1.7690372809636914,6,1.6860000000000002,2.4437857724112013
