fileName,researcher,Cilium_number,horizontal_length_in_pixels,z_lower,z_upper,horizontal_scaling_in_um,vertical_scaling_in_um,horizontal_length_in_um,vertical_length_in_layers,vertical_length_in_um,total_length_in_um
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi,kai,10,6.75,6,15,0.219647042583026,0.281,1.4826175374354256,10,2.8100000000000005,3.177145694221637
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi,kai,11,7.085,5,12,0.219647042583026,0.281,1.5561992967007392,8,2.248,2.734092216998519
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi,kai,12,7.126,5,13,0.219647042583026,0.281,1.5652048254466433,9,2.5290000000000004,2.9741733550015974
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi,kai,13,5.524,7,14,0.219647042583026,0.281,1.2133302632286356,8,2.248,2.5545399444257026
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi,kai,14,5.365,9,18,0.219647042583026,0.281,1.1784063834579346,10,2.8100000000000005,3.047087396937346
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi,kai,15,5.125,5,12,0.219647042583026,0.281,1.1256910932380082,8,2.248,2.514097141598825
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi,kai,16,11.699,5,15,0.219647042583026,0.281,2.569650751178821,11,3.091,4.019625104786998
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi,kai,17,14.763,5,15,0.219647042583026,0.281,3.2426492896532126,11,3.091,4.479849932273233
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,1,24,3,9,0.0549117606457566,0.281,1.3178822554981584,7,1.967,2.3676787449645516
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,2,39.605,4,11,0.0549117606457566,0.281,2.17478028037519,8,2.248,3.127806462668173
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,3,37.951,5,13,0.0549117606457566,0.281,2.0839562282671085,9,2.5290000000000004,3.276997796968023
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,4,46.159,6,13,0.0549117606457566,0.281,2.5346719596474787,8,2.248,3.3879294477635145
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,5,12.18,5,11,0.0549117606457566,0.281,0.6688252446653153,7,1.967,2.0775986638187893
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,6,33.979,6,12,0.0549117606457566,0.281,1.8658467149821634,7,1.967,2.7111755686066754
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,7,23.691,8,14,0.0549117606457566,0.281,1.3009145214586195,7,1.967,2.3582764028293863
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,8,33.616,5,12,0.0549117606457566,0.281,1.8459137458677537,8,2.248,2.9087628911933545
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,9,23.782,7,14,0.0549117606457566,0.281,1.3059114916773835,8,2.248,2.59979015001116
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,10,25.303,5,12,0.0549117606457566,0.281,1.3894322796195793,8,2.248,2.6427307959095763
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,11,19.673,8,14,0.0549117606457566,0.281,1.0802790671839695,7,1.967,2.244123851973386
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,12,28.198,5,12,0.0549117606457566,0.281,1.5484018266890445,8,2.248,2.7296615572070415
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,13,25.025,7,13,0.0549117606457566,0.281,1.3741668101600588,7,1.967,2.3994631529043056
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,14,16.455,8,17,0.0549117606457566,0.281,0.9035730214259248,10,2.8100000000000005,2.951701916699716
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,15,18.386,6,12,0.0549117606457566,0.281,1.0096076312328808,7,1.967,2.210971860753472
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,16,45.686,6,15,0.0549117606457566,0.281,2.508698696862036,10,2.8100000000000005,3.7669177256262554
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_4096x4096.czi,kai,17,53.858,5,15,0.0549117606457566,0.281,2.957437604859159,11,3.091,4.277933868894548
