fileName,cilium,cilium_shape,cilium_projection_area_in_pixels,cilium_projection_area_in_um2,number_of_z_stack_layers,lowest_cilium_layer,uppermost_cilium_layer,vertical_length_in_layers,vertical_length_in_um,horizontal_length_in_pixels,horizontal_length_in_um,total_length_in_um,to_be_removed
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,12,TRUE,144,1.7,19,9,15,7,1.967,20.3,2.2334,2.9761,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,13,TRUE,95,1.1,19,8,12,5,1.405,15.2,1.674,2.1855,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,14,TRUE,315,3.8,19,7,13,7,1.967,53.5,5.8732,6.1938,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,15,FALSE,115,1.4,19,7,13,7,1.967,13,1.4277,2.4305,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,16,TRUE,120,1.4,19,7,13,7,1.967,18,1.9744,2.787,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,17,TRUE,106,1.3,19,7,12,6,1.686,15,1.648,2.3577,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,18,TRUE,125,1.5,19,6,12,7,1.967,23.8,2.6192,3.2756,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,19,TRUE,60,0.7,19,8,13,6,1.686,11.3,1.239,2.0923,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,20,TRUE,84,1,19,8,13,6,1.686,14.4,1.578,2.3093,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,21,TRUE,130,1.6,19,8,14,7,1.967,23.2,2.5524,3.2224,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,22,TRUE,105,1.3,19,8,14,7,1.967,16.9,1.8536,2.7027,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,23,TRUE,103,1.2,19,8,14,7,1.967,17,1.8709,2.7147,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,24,TRUE,101,1.2,19,9,14,6,1.686,15,1.6479,2.3576,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_2048x2048.czi,25,TRUE,57,0.7,19,8,13,6,1.686,11.8,1.2915,2.1238,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,1,TRUE,539,1.6,19,5,11,7,1.967,45.1,2.479249251,3.164769478,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,2,TRUE,372,1.1,19,5,10,6,1.686,34.2,1.879952116,2.525235823,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,3,TRUE,1530,4.6,19,4,11,8,2.248,58.2,3.197015462,3.908249207,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,4,TRUE,285,0.9,19,6,10,5,1.405,24,1.318863141,1.927024905,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,5,TRUE,1532,4.6,19,4,11,8,2.248,88.4,4.856614054,5.35165433,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,6,TRUE,377,1.1,19,4,10,7,1.967,27.3,1.498324832,2.472663807,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,7,TRUE,473,1.4,19,6,11,6,1.686,39.4,2.162458088,2.74204686,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,8,TRUE,563,1.7,19,7,13,7,1.967,42.6,2.340617556,3.057381158,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,9,TRUE,456,1.4,19,5,10,6,1.686,35.1,1.927674405,2.560961658,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,10,TRUE,491,1.5,19,5,10,6,1.686,26,1.428405161,2.209736931,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,11,TRUE,543,1.6,19,5,10,6,1.686,32,1.759462603,2.436863692,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,12,TRUE,504,1.5,19,5,10,6,1.686,48.2,2.646366932,3.137810374,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,13,TRUE,236,0.7,19,6,10,5,1.405,24.6,1.349080381,1.947830299,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,14,TRUE,542,1.6,19,6,12,7,1.967,50,2.744393753,3.376505008,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,15,TRUE,679,2,19,6,11,6,1.686,60.1,3.302595262,3.708063034,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,16,TRUE,508,1.5,19,6,11,6,1.686,35.2,1.932598017,2.564669783,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,17,TRUE,416,1.3,19,6,12,7,1.967,33.1,1.816602357,2.677523693,
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,18,TRUE,1119,3.4,19,6,13,8,2.248,63.6,3.493821713,4.154551018,yes
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_4096x4096.czi,19,TRUE,242,0.7,19,6,11,6,1.686,24.8,1.360321413,2.166349544,
