"file_name","image_name_short","Name","Note","ID","x center [micron]","y center [micron]","z center [micron]","Volume [voxel]","Volume [micron^3]","N surface voxels","Surface [micron^2]","Shape complexity index","Sphere radius [micron]","Maximum span [micron]","A Coloc volume [micron^3]","A Coloc volume [% tot vol]","B Coloc volume [micron^3]","B Coloc volume [% tot vol]","A Coloc comp BG [micron^3]","A Coloc comp BG [% tot vol]","B Coloc comp BG [micron^3]","B Coloc comp BG [% tot vol]","minimum intensity (rec.C)","maximum intensity (rec.C)","average intensity 10% (rec.C)","average intensity (rec.C)","SD of intensity (rec.C)","minimum A intensity","maximum A intensity","average A intensity of hi 10%","average A intensity","SD of A intensity","minimum B intensity","maximum B intensity","average B intensity of hi 10%","average B intensity","SD of B intensity","N of found skeletons","N branches","tree length [micron]","cilia length [micron]","orientation vector x [micron]","orientation vector y [micron]","orientation vector z [micron]","cilia bending index","Intensity threshold A","Intensity threshold B","Intensity threshold Basal Stain","Integrated A intensity","Average A intensity on center","Integrated B intensity","Average B intensity on center","A Coloc center vs BG [micron]","A Coloc center vs BG [% tot l]","B Coloc center vs BG [micron]","B Coloc center vs BG [% tot l]"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"1","7.363404","15.218399","0.000000","21","0.285097","18","1.854253","0.885163","0.408289","-1.000000","0.285097","100.000000","0.285097","100.000000","0.000000","0.000000","0.285097","100.000000","4.000000","8.000000","7.500000","5.619048","1.321975","1.000000","1.000000","1.000000","1.000000","0.000000","4.000000","8.000000","7.500000","5.619048","1.321975","1","1","2.280092","2.280092","-1.976823","0.585725","0.000000","1.105890","17.009172","1.030947",NA,"11.000000","1.000000","58.353691","5.304881","0.000000","0.000000","2.416117","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"2","46.565164","112.111490","0.000000","12","0.162912","12","1.607020","1.114040","0.338809","-1.000000","0.162912","100.000000","0.162912","100.000000","0.000000","0.000000","0.162912","100.000000","4.000000","6.000000","6.000000","4.500000","0.674200","3.000000","9.000000","9.000000","6.166667","1.800673","4.000000","6.000000","6.000000","4.500000","0.674200","1","1","1.431831","1.431831","-0.951804","-0.951804","0.000000","1.063725","17.009172","1.030947",NA,"59.725433","7.465679","33.422140","4.177767","0.000000","0.000000","1.757176","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"3","47.709640","156.666113","0.000000","19","0.257945","15","1.483403","0.756991","0.394893","-1.000000","0.257945","100.000000","0.257945","100.000000","0.000000","0.000000","0.257945","100.000000","4.000000","11.000000","10.000000","6.105263","2.024701","1.000000","3.000000","2.000000","1.105263","0.458831","4.000000","11.000000","10.000000","6.105263","2.024701","1","1","0.896353","0.896353","-0.805372","-0.219647","0.000000","1.073751","17.009172","1.030947",NA,"5.682693","1.136539","31.143258","6.228652","0.000000","0.000000","1.098235","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"4","51.606063","141.831559","0.000000","40","0.543042","32","2.472338","0.768071","0.506114","-1.000000","0.543042","100.000000","0.543042","100.000000","0.000000","0.000000","0.543042","100.000000","4.000000","12.000000","11.250000","6.725000","2.241651","1.000000","5.000000","5.000000","2.650000","1.687815","4.000000","12.000000","11.250000","6.725000","2.241651","1","1","2.610640","2.610640","-2.489333","0.000000","0.000000","1.048731","17.009172","1.030947",NA,"25.914169","1.993398","107.303317","8.254101","0.000000","0.000000","2.855411","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"5","50.873624","86.422647","0.000000","52","0.705954","41","3.090422","0.806027","0.552369","-1.000000","0.705954","100.000000","0.705954","100.000000","0.000000","0.000000","0.705954","100.000000","4.000000","8.000000","7.000000","5.076923","0.987096","1.000000","13.000000","11.800000","3.961538","3.229530","4.000000","8.000000","7.000000","5.076923","0.987096","1","1","3.549882","3.549882","-0.439294","3.367921","0.000000","1.045174","17.009172","1.030947",NA,"81.932501","4.819559","88.534086","5.207887","0.000000","0.000000","3.733999","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"6","72.683776","41.183813","0.000000","34","0.461585","18","1.607020","0.556377","0.479426","-1.000000","0.461585","100.000000","0.461585","100.000000","0.000000","0.000000","0.461585","100.000000","4.000000","17.000000","17.000000","8.647059","4.585103","1.000000","9.000000","8.333333","3.705882","1.899432","4.000000","17.000000","17.000000","8.647059","4.585103","1","1","0.323190","0.323190","-0.073216","-0.292863","0.000000","1.070604","17.009172","1.030947",NA,"9.216639","4.608319","22.008375","11.004188","0.000000","0.000000","0.439294","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"7","85.047318","216.967307","0.000000","15","0.203641","13","1.112552","0.664650","0.364971","-1.000000","0.203641","100.000000","0.203641","100.000000","0.000000","0.000000","0.203641","100.000000","4.000000","5.000000","5.000000","4.466667","0.516398","3.000000","11.000000","10.000000","5.800000","2.808151","4.000000","5.000000","5.000000","4.466667","0.516398","1","1","0.762484","0.762484","-0.073216","0.732157","0.000000","1.036253","17.009172","1.030947",NA,"20.062722","5.015681","19.032465","4.758116","0.000000","0.000000","0.878588","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"8","88.706010","193.747481","0.000000","35","0.475161","24","2.719572","0.923540","0.484080","-1.000000","0.475161","100.000000","0.475161","100.000000","0.000000","0.000000","0.475161","100.000000","4.000000","9.000000","7.750000","5.514286","1.336621","1.000000","3.000000","3.000000","1.971429","1.014185","4.000000","9.000000","7.750000","5.514286","1.336621","1","1","2.669139","2.669139","-2.123254","1.317882","0.000000","1.068081","17.009172","1.030947",NA,"27.058448","2.081419","77.251406","5.942416","0.000000","0.000000","2.855411","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"9","94.576969","83.662785","0.000000","29","0.393705","20","2.225104","0.856549","0.454668","-1.000000","0.393705","100.000000","0.393705","100.000000","0.040728","10.344828","0.393705","100.000000","4.000000","9.000000","8.666667","5.517241","1.502871","3.000000","22.000000","21.000000","10.310345","5.503917","4.000000","9.000000","8.666667","5.517241","1.502871","1","1","1.742459","1.742459","-1.025019","-1.317882","0.000000","1.043655","17.009172","1.030947",NA,"110.164373","12.240486","54.929267","6.103252","0.439294","22.222222","1.976823","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"10","100.874919","65.999856","0.000000","27","0.366553","22","1.854253","0.748618","0.443966","-1.000000","0.366553","100.000000","0.366553","100.000000","0.000000","0.000000","0.366553","100.000000","4.000000","14.000000","12.000000","6.481481","2.577571","1.000000","5.000000","5.000000","2.703704","1.539601","4.000000","14.000000","12.000000","6.481481","2.577571","1","1","1.982026","1.982026","-1.830392","0.219647","0.000000","1.075129","17.009172","1.030947",NA,"33.119652","3.311965","69.304754","6.930475","0.000000","0.000000","2.196470","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"11","103.426281","37.385750","0.000000","24","0.325825","22","2.472338","1.079694","0.426873","-1.000000","0.325825","100.000000","0.325825","100.000000","0.000000","0.000000","0.325825","100.000000","4.000000","7.000000","7.000000","4.791667","0.977093","3.000000","15.000000","15.000000","8.666667","3.422009","4.000000","7.000000","7.000000","4.791667","0.977093","1","1","3.249661","3.249661","-2.855411","0.805372","0.000000","1.095336","17.009172","1.030947",NA,"121.461707","7.591357","72.167028","4.510439","0.000000","0.000000","3.514352","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"12","106.565403","99.930233","0.000000","24","0.325825","24","2.101487","0.917740","0.426873","-1.000000","0.325825","100.000000","0.325825","100.000000","0.000000","0.000000","0.325825","100.000000","4.000000","6.000000","5.500000","4.583333","0.583592","1.000000","3.000000","3.000000","2.000000","1.021508","4.000000","6.000000","5.500000","4.583333","0.583592","1","1","2.653529","2.653529","-2.562548","-0.219647","0.000000","1.031721","17.009172","1.030947",NA,"28.409599","2.185354","61.530965","4.733151","0.000000","0.000000","2.855411","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"13","112.190807","146.760804","0.000000","18","0.244369","16","1.730636","0.915570","0.387840","-1.000000","0.244369","100.000000","0.244369","100.000000","0.000000","0.000000","0.244369","100.000000","4.000000","7.000000","7.000000","5.111111","1.131833","1.000000","7.000000","6.000000","2.666667","1.970369","4.000000","7.000000","7.000000","5.111111","1.131833","1","1","0.426732","0.426732","-0.366078","-0.146431","0.000000","1.082312","17.009172","1.030947",NA,"3.773167","1.257722","15.079108","5.026369","0.000000","0.000000","0.658941","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"14","128.634069","39.316813","0.000000","25","0.339401","21","1.977870","0.840566","0.432721","-1.000000","0.339401","100.000000","0.339401","100.000000","0.000000","0.000000","0.339401","100.000000","4.000000","8.000000","7.000000","5.080000","1.115049","1.000000","3.000000","1.666667","1.080000","0.400000","4.000000","8.000000","7.000000","5.080000","1.115049","1","1","1.810471","1.810471","-0.658941","-1.537529","0.000000","1.082312","17.009172","1.030947",NA,"9.277557","1.030840","49.064356","5.451595","0.000000","0.000000","1.976823","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"15","144.339457","170.210736","0.000000","28","0.380129","19","1.977870","0.779399","0.449380","-1.000000","0.380129","100.000000","0.380129","100.000000","0.000000","0.000000","0.380129","100.000000","4.000000","7.000000","7.000000","5.285714","1.049061","1.000000","7.000000","6.333333","2.357143","1.889822","4.000000","7.000000","7.000000","5.285714","1.049061","1","1","1.712132","1.712132","-0.951804","-1.317882","0.000000","1.053197","17.009172","1.030947",NA,"22.445252","2.493917","52.817406","5.868601","0.000000","0.000000","1.976823","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"16","145.057463","203.741973","0.000000","34","0.461585","18","1.730636","0.599175","0.479426","-1.000000","0.461585","100.000000","0.461585","100.000000","0.000000","0.000000","0.461585","100.000000","4.000000","24.000000","21.000000","9.088235","5.412486","1.000000","5.000000","3.666667","2.823529","0.757611","4.000000","24.000000","21.000000","9.088235","5.412486","1","1","0.249974","0.249974","-0.219647","0.073216","0.000000","1.079669","17.009172","1.030947",NA,"6.000000","3.000000","35.532356","17.766178","0.000000","0.000000","0.439294","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"17","151.946914","69.180670","0.000000","27","0.366553","24","2.101487","0.848434","0.443966","-1.000000","0.366553","100.000000","0.366553","100.000000","0.000000","0.000000","0.366553","100.000000","4.000000","6.000000","5.666667","4.703704","0.608581","1.000000","7.000000","7.000000","2.555556","2.309401","4.000000","6.000000","5.666667","4.703704","0.608581","1","1","2.262327","2.262327","-0.512510","2.050039","0.000000","1.070604","17.009172","1.030947",NA,"17.547381","1.595216","53.747832","4.886167","0.000000","0.000000","2.416117","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"18","161.252276","113.934037","0.000000","21","0.285097","20","2.472338","1.180218","0.408289","-1.000000","0.285097","100.000000","0.285097","100.000000","0.000000","0.000000","0.285097","100.000000","4.000000","6.000000","5.500000","4.380952","0.589592","3.000000","5.000000","5.000000","3.380952","0.804748","4.000000","6.000000","5.500000","4.380952","0.589592","1","1","2.510146","2.510146","-1.903607","-1.464313","0.000000","1.045174","17.009172","1.030947",NA,"39.641632","3.303469","49.137842","4.094820","0.000000","0.000000","2.635764","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"19","163.124505","222.722058","0.000000","21","0.285097","19","2.101487","1.003185","0.408289","-1.000000","0.285097","100.000000","0.285097","100.000000","0.000000","0.000000","0.285097","100.000000","4.000000","8.000000","7.500000","5.000000","1.095445","1.000000","7.000000","6.000000","2.333333","1.591645","4.000000","8.000000","7.500000","5.000000","1.095445","1","1","1.578262","1.578262","-0.951804","1.098235","0.000000","1.085993","17.009172","1.030947",NA,"15.926520","1.990815","40.202562","5.025320","0.000000","0.000000","1.757176","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"20","168.584853","45.605653","0.000000","19","0.257945","12","1.236169","0.630825","0.394893","-1.000000","0.257945","100.000000","0.257945","100.000000","0.000000","0.000000","0.257945","100.000000","4.000000","17.000000","16.000000","8.421053","4.180853","1.000000","1.000000","1.000000","1.000000","0.000000","4.000000","17.000000","16.000000","8.421053","4.180853","1","1","0.219647","0.219647","0.000000","-0.219647","0.000000","1.000000","17.009172","1.030947",NA,"2.000000","1.000000","27.722222","13.861111","0.000000","0.000000","0.439294","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"21","172.304624","26.501255","0.000000","26","0.352977","23","2.966805","1.228308","0.438416","-1.000000","0.352977","100.000000","0.352977","100.000000","0.000000","0.000000","0.352977","100.000000","4.000000","6.000000","5.333333","4.230769","0.514408","1.000000","11.000000","9.666667","3.769231","2.657934","4.000000","6.000000","5.333333","4.230769","0.514408","1","1","2.881427","2.881427","-2.050039","-1.903607","0.000000","1.029976","17.009172","1.030947",NA,"66.876429","4.776888","59.555286","4.253949","0.000000","0.000000","3.075058","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"22","176.656092","91.492959","0.000000","11","0.149336","11","0.988935","0.726507","0.329124","-1.000000","0.149336","100.000000","0.149336","100.000000","0.000000","0.000000","0.149336","100.000000","4.000000","5.000000","5.000000","4.181818","0.404520","1.000000","3.000000","3.000000","1.363636","0.809040","4.000000","5.000000","5.000000","4.181818","0.404520","1","1","0.866026","0.866026","-0.805372","0.000000","0.000000","1.075312","17.009172","1.030947",NA,"7.335423","1.467085","20.391428","4.078286","0.000000","0.000000","1.098235","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"23","183.675580","68.073674","0.000000","13","0.176489","13","1.730636","1.137394","0.347971","-1.000000","0.176489","100.000000","0.176489","100.000000","0.000000","0.000000","0.176489","100.000000","4.000000","4.000000","4.000000","4.000000","0.000000","3.000000","7.000000","7.000000","4.538462","1.450022","4.000000","4.000000","4.000000","4.000000","0.000000","1","1","1.431831","1.431831","-0.805372","-1.098235","0.000000","1.051356","17.009172","1.030947",NA,"33.842711","4.230339","31.049708","3.881214","0.000000","0.000000","1.757176","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"24","188.818898","119.320003","0.000000","17","0.230793","16","1.977870","1.087007","0.380520","-1.000000","0.230793","100.000000","0.230793","100.000000","0.000000","0.000000","0.230793","100.000000","4.000000","7.000000","6.500000","4.470588","0.874475","1.000000","1.000000","1.000000","1.000000","0.000000","4.000000","7.000000","6.500000","4.470588","0.874475","1","1","1.797909","1.797909","-0.805372","1.464313","0.000000","1.075833","17.009172","1.030947",NA,"9.000000","1.000000","38.793673","4.310408","0.000000","0.000000","1.976823","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"25","190.425814","171.446686","0.000000","27","0.366553","23","2.348721","0.948250","0.443966","-1.000000","0.366553","100.000000","0.366553","100.000000","0.000000","0.000000","0.366553","100.000000","4.000000","8.000000","8.000000","5.555556","1.450022","1.000000","11.000000","10.333333","4.703704","3.220306","4.000000","8.000000","8.000000","5.555556","1.450022","1","1","2.254969","2.254969","-1.025019","1.830392","0.000000","1.074892","17.009172","1.030947",NA,"57.900725","5.263702","64.205435","5.836858","0.000000","0.000000","2.416117","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"26","216.996593","192.249698","0.000000","15","0.203641","10","1.112552","0.664650","0.364971","-1.000000","0.203641","100.000000","0.203641","100.000000","0.000000","0.000000","0.203641","100.000000","4.000000","16.000000","16.000000","8.133333","4.453998","1.000000","1.000000","1.000000","1.000000","0.000000","4.000000","16.000000","16.000000","8.133333","4.453998","1","1","0.280301","0.280301","-0.219647","0.146431","0.000000","1.061815","17.009172","1.030947",NA,"2.000000","1.000000","28.044096","14.022048","0.000000","0.000000","0.439294","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"27","220.337319","146.739885","0.000000","28","0.380129","20","1.977870","0.779399","0.449380","-1.000000","0.380129","100.000000","0.380129","100.000000","0.000000","0.000000","0.380129","100.000000","4.000000","7.000000","6.333333","4.821429","0.862965","1.000000","5.000000","5.000000","3.571429","1.069045","4.000000","7.000000","6.333333","4.821429","0.862965","1","1","1.956903","1.956903","-1.683960","-0.658941","0.000000","1.082182","17.009172","1.030947",NA,"39.725372","3.972537","50.235143","5.023514","0.000000","0.000000","2.196470","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"1","6.968800","153.280326","0.000000","33","0.448009","21","2.101487","0.742195","0.474678","-1.000000","0.448009","100.000000","0.448009","100.000000","0.000000","0.000000","0.448009","100.000000","4.000000","13.000000","12.000000","6.696970","2.543188","1.000000","7.000000","5.666667","2.515152","1.872852","4.000000","13.000000","12.000000","6.696970","2.543188","1","1","1.255073","1.255073","-0.878588","0.805372","0.000000","1.053033","14.782562","1.045570",NA,"17.798480","2.542640","59.226347","8.460907","0.000000","0.000000","1.537529","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"2","26.796934","157.999409","0.000000","21","0.285097","20","2.225104","1.062196","0.408289","-1.000000","0.285097","100.000000","0.285097","100.000000","0.000000","0.000000","0.285097","100.000000","4.000000","6.000000","6.000000","4.571429","0.676123","1.000000","9.000000","9.000000","5.095238","2.233937","4.000000","6.000000","6.000000","4.571429","0.676123","1","1","2.285295","2.285295","-1.098235","-1.830392","0.000000","1.070604","14.782562","1.045570",NA,"55.850399","5.077309","53.298015","4.845274","0.000000","0.000000","2.416117","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"3","29.096217","97.971909","0.000000","47","0.638074","33","3.337656","0.931201","0.534065","-1.000000","0.638074","100.000000","0.638074","100.000000","0.000000","0.000000","0.638074","100.000000","4.000000","8.000000","8.000000","5.595745","1.329589","1.000000","7.000000","7.000000","4.659574","1.684670","4.000000","8.000000","8.000000","5.595745","1.329589","1","1","3.504838","3.504838","-2.782195","-1.537529","0.000000","1.102575","14.782562","1.045570",NA,"74.569641","4.386449","105.128541","6.184032","0.000000","0.000000","3.733999","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"4","48.382932","180.527112","0.000000","29","0.393705","29","2.348721","0.904135","0.454668","-1.000000","0.393705","100.000000","0.393705","100.000000","0.000000","0.000000","0.393705","100.000000","4.000000","7.000000","6.666667","5.310345","0.890564","1.000000","3.000000","2.333333","1.137931","0.515761","4.000000","7.000000","6.666667","5.310345","0.890564","1","1","3.049934","3.049934","-2.928627","-0.292863","0.000000","1.036253","14.782562","1.045570",NA,"19.000000","1.266667","85.226578","5.681772","0.000000","0.000000","3.294705","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"5","54.110038","108.560530","0.000000","20","0.271521","17","1.854253","0.914428","0.401703","-1.000000","0.271521","100.000000","0.271521","100.000000","0.000000","0.000000","0.271521","100.000000","4.000000","6.000000","6.000000","4.700000","0.656947","1.000000","9.000000","8.000000","4.400000","2.062191","4.000000","6.000000","6.000000","4.700000","0.656947","1","1","1.724694","1.724694","-1.391098","-0.805372","0.000000","1.072962","14.782562","1.045570",NA,"45.059133","5.006570","44.835052","4.981672","0.000000","0.000000","1.976823","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"6","57.155969","133.363928","0.000000","23","0.312249","16","1.854253","0.833075","0.420860","-1.000000","0.312249","100.000000","0.312249","100.000000","0.013576","4.347826","0.312249","100.000000","4.000000","8.000000","7.500000","5.347826","1.191206","3.000000","17.000000","15.000000","6.478261","3.918135","4.000000","8.000000","7.500000","5.347826","1.191206","1","1","0.974772","0.974772","-0.658941","-0.658941","0.000000","1.046024","14.782562","1.045570",NA,"20.187012","4.037402","29.946217","5.989243","0.000000","0.000000","1.098235","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"7","64.607596","68.017354","0.000000","21","0.285097","18","1.977870","0.944174","0.408289","-1.000000","0.285097","100.000000","0.285097","100.000000","0.000000","0.000000","0.285097","100.000000","4.000000","7.000000","6.500000","5.095238","0.943650","1.000000","5.000000","4.000000","2.428571","1.121224","4.000000","7.000000","6.500000","5.095238","0.943650","1","1","1.535374","1.535374","-0.878588","1.171451","0.000000","1.048528","14.782562","1.045570",NA,"21.094714","2.636839","43.188681","5.398585","0.000000","0.000000","1.757176","100.000000"
"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190815_EV38_2_Collagen_ITSwithAsc+Dexa_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"8","67.632176","29.585496","0.000000","23","0.312249","21","2.101487","0.944152","0.420860","-1.000000","0.312249","100.000000","0.312249","100.000000","0.000000","0.000000","0.312249","100.000000","4.000000","7.000000","7.000000","5.086957","1.083473","1.000000","5.000000","5.000000","1.608696","1.269901","4.000000","7.000000","7.000000","5.086957","1.083473","1","1","2.249765","2.249765","-1.976823","-0.658941","0.000000","1.079669","14.782562","1.045570",NA,"14.397330","1.308848","61.010647","5.546422","0.000000","0.000000","2.416117","100.000000"
