"file_name","image_name_short","Name","Note","ID","x center [micron]","y center [micron]","z center [micron]","Volume [voxel]","Volume [micron^3]","N surface voxels","Surface [micron^2]","Shape complexity index","Sphere radius [micron]","Maximum span [micron]","A Coloc volume [micron^3]","A Coloc volume [% tot vol]","B Coloc volume [micron^3]","B Coloc volume [% tot vol]","A Coloc comp BG [micron^3]","A Coloc comp BG [% tot vol]","B Coloc comp BG [micron^3]","B Coloc comp BG [% tot vol]","minimum intensity (rec.C)","maximum intensity (rec.C)","average intensity 10% (rec.C)","average intensity (rec.C)","SD of intensity (rec.C)","minimum A intensity","maximum A intensity","average A intensity of hi 10%","average A intensity","SD of A intensity","minimum B intensity","maximum B intensity","average B intensity of hi 10%","average B intensity","SD of B intensity","N of found skeletons","N branches","tree length [micron]","cilia length [micron]","orientation vector x [micron]","orientation vector y [micron]","orientation vector z [micron]","cilia bending index","Intensity threshold A","Intensity threshold B","Intensity threshold Basal Stain","Integrated A intensity","Average A intensity on center","Integrated B intensity","Average B intensity on center","A Coloc center vs BG [micron]","A Coloc center vs BG [% tot l]","B Coloc center vs BG [micron]","B Coloc center vs BG [% tot l]"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"2","13.178820","216.272423","0.000000","33","0.448009","22","2.101487","0.742195","0.474678","-1.000000","0.448009","100.000000","0.448009","100.000000","0.000000","0.000000","0.448009","100.000000","4.000000","6.000000","6.000000","4.636364","0.699025","1.000000","1.000000","1.000000","1.000000","0.000000","4.000000","6.000000","6.000000","4.636364","0.699025","1","1","1.944341","1.944341","-0.658941","1.610745","0.000000","1.117234","49.868824","1.209919",NA,"10.000000","1.000000","50.792405","5.079241","0.000000","0.000000","2.196470","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"3","25.305165","186.974509","0.000000","24","0.325825","17","1.607020","0.701801","0.426873","-1.000000","0.325825","100.000000","0.325825","100.000000","0.135760","41.666667","0.325825","100.000000","4.000000","7.000000","7.000000","5.666667","1.203859","27.000000","58.000000","58.000000","45.833333","9.024925","4.000000","7.000000","7.000000","5.666667","1.203859","1","1","0.939242","0.939242","-0.146431","0.878588","0.000000","1.054490","49.868824","1.209919",NA,"229.886652","45.977330","32.682121","6.536424","0.439294","40.000000","1.098235","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"4","42.205171","6.798075","0.000000","20","0.271521","15","1.483403","0.731542","0.401703","-1.000000","0.271521","100.000000","0.271521","100.000000","0.000000","0.000000","0.271521","100.000000","4.000000","6.000000","5.500000","4.600000","0.598243","1.000000","5.000000","5.000000","2.400000","1.313893","4.000000","6.000000","5.500000","4.600000","0.598243","1","1","0.633817","0.633817","-0.512510","-0.292863","0.000000","1.073751","49.868824","1.209919",NA,"8.358035","2.089509","20.246352","5.061588","0.000000","0.000000","0.878588","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"5","50.460237","72.820302","0.000000","15","0.203641","11","1.236169","0.738500","0.364971","-1.000000","0.203641","100.000000","0.203641","100.000000","0.000000","0.000000","0.203641","100.000000","4.000000","5.000000","5.000000","4.466667","0.516398","9.000000","33.000000","33.000000","17.400000","7.490947","4.000000","5.000000","5.000000","4.466667","0.516398","1","1","0.353517","0.353517","-0.146431","-0.292863","0.000000","1.079669","49.868824","1.209919",NA,"37.561263","12.520421","15.000000","5.000000","0.000000","0.000000","0.658941","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"6","53.606071","208.823284","0.000000","18","0.244369","13","1.359786","0.719376","0.387840","-1.000000","0.244369","100.000000","0.244369","100.000000","0.000000","0.000000","0.244369","100.000000","4.000000","9.000000","9.000000","5.666667","1.714986","1.000000","1.000000","1.000000","1.000000","0.000000","4.000000","9.000000","9.000000","5.666667","1.714986","1","1","0.883791","0.883791","-0.366078","-0.732157","0.000000","1.079669","49.868824","1.209919",NA,"5.000000","1.000000","36.553564","7.310713","0.000000","0.000000","1.098235","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"7","76.228491","85.849030","0.000000","20","0.271521","12","1.359786","0.670581","0.401703","-1.000000","0.271521","100.000000","0.271521","100.000000","0.000000","0.000000","0.271521","100.000000","4.000000","8.000000","8.000000","5.600000","1.500877","1.000000","1.000000","1.000000","1.000000","0.000000","4.000000","8.000000","8.000000","5.600000","1.500877","1","1","0.414170","0.414170","-0.292863","0.292863","0.000000","1.000000","49.868824","1.209919",NA,"3.000000","1.000000","21.768436","7.256145","0.000000","0.000000","0.658941","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"8","76.437156","7.797468","0.000000","14","0.190065","10","1.112552","0.695935","0.356673","-1.000000","0.190065","100.000000","0.190065","100.000000","0.000000","0.000000","0.190065","100.000000","4.000000","6.000000","6.000000","4.785714","0.801784","11.000000","15.000000","15.000000","13.000000","1.358732","4.000000","6.000000","6.000000","4.785714","0.801784","1","1","0.103543","0.103543","-0.073216","-0.073216","0.000000","1.000000","49.868824","1.209919",NA,"13.000000","13.000000","5.187957","5.187957","0.000000","0.000000","0.219647","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"9","93.995188","220.635412","0.000000","32","0.434433","20","1.977870","0.713014","0.469834","-1.000000","0.434433","100.000000","0.434433","100.000000","0.000000","0.000000","0.434433","100.000000","4.000000","8.000000","8.000000","5.500000","1.459120","5.000000","17.000000","15.666667","12.250000","2.369157","4.000000","8.000000","8.000000","5.500000","1.459120","1","1","1.487282","1.487282","-0.585725","-1.244666","0.000000","1.081190","49.868824","1.209919",NA,"102.914309","12.864289","56.595713","7.074464","0.000000","0.000000","1.757176","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"10","94.667857","131.793980","0.000000","38","0.515890","20","1.977870","0.635832","0.497534","-1.000000","0.515890","100.000000","0.515890","100.000000","0.000000","0.000000","0.515890","100.000000","4.000000","7.000000","6.500000","4.947368","0.928450","7.000000","15.000000","13.500000","9.789474","2.055420","4.000000","7.000000","6.500000","4.947368","0.928450","1","1","0.883791","0.883791","-0.658941","0.439294","0.000000","1.115971","49.868824","1.209919",NA,"59.726585","11.945317","30.679712","6.135942","0.000000","0.000000","1.098235","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"11","95.157839","181.006024","0.000000","13","0.176489","9","1.236169","0.812424","0.347971","-1.000000","0.176489","100.000000","0.176489","100.000000","0.013576","7.692308","0.176489","100.000000","4.000000","5.000000","5.000000","4.384615","0.506370","11.000000","51.000000","51.000000","24.538462","10.587850","4.000000","5.000000","5.000000","4.384615","0.506370","1","1","0.103543","0.103543","-0.073216","0.073216","0.000000","1.000000","49.868824","1.209919",NA,"18.588812","18.588812","4.884732","4.884732","0.000000","0.000000","0.219647","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"12","96.238666","60.303085","0.000000","33","0.448009","21","1.977870","0.698536","0.474678","-1.000000","0.448009","100.000000","0.448009","100.000000","0.000000","0.000000","0.448009","100.000000","4.000000","7.000000","6.333333","4.818182","0.882275","1.000000","7.000000","5.666667","1.848485","1.660595","4.000000","7.000000","6.333333","4.818182","0.882275","1","1","1.396301","1.396301","-0.366078","-1.244666","0.000000","1.076243","49.868824","1.209919",NA,"12.582300","1.797471","37.959573","5.422796","0.000000","0.000000","1.537529","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"13","144.166877","210.515960","0.000000","14","0.190065","10","1.112552","0.695935","0.356673","-1.000000","0.190065","100.000000","0.190065","100.000000","0.000000","0.000000","0.190065","100.000000","4.000000","9.000000","9.000000","5.928571","1.774360","3.000000","7.000000","7.000000","4.857143","1.231456","4.000000","9.000000","9.000000","5.928571","1.774360","1","1","0.073216","0.073216","0.000000","-0.073216","0.000000","1.000000","49.868824","1.209919",NA,"5.000000","5.000000","8.044444","8.044444","0.000000","0.000000","0.219647","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"14","145.026924","155.010878","0.000000","11","0.149336","11","1.112552","0.817320","0.329124","-1.000000","0.149336","100.000000","0.149336","100.000000","0.000000","0.000000","0.149336","100.000000","4.000000","6.000000","6.000000","4.363636","0.674200","5.000000","7.000000","7.000000","5.909091","1.044466","4.000000","6.000000","6.000000","4.363636","0.674200","1","1","0.616052","0.616052","-0.073216","0.585725","0.000000","1.043655","49.868824","1.209919",NA,"25.193546","6.298387","17.094978","4.273744","0.000000","0.000000","0.878588","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"15","164.321797","207.850664","0.000000","17","0.230793","13","1.236169","0.679379","0.380520","-1.000000","0.230793","100.000000","0.230793","100.000000","0.000000","0.000000","0.230793","100.000000","4.000000","6.000000","6.000000","4.941176","0.658653","1.000000","1.000000","1.000000","1.000000","0.000000","4.000000","6.000000","6.000000","4.941176","0.658653","1","1","0.749922","0.749922","-0.073216","-0.658941","0.000000","1.131110","49.868824","1.209919",NA,"4.000000","1.000000","21.590065","5.397516","0.000000","0.000000","0.878588","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"16","168.103171","43.699294","0.000000","21","0.285097","14","1.359786","0.649120","0.408289","-1.000000","0.285097","100.000000","0.285097","100.000000","0.000000","0.000000","0.285097","100.000000","4.000000","8.000000","8.000000","5.333333","1.591645","7.000000","13.000000","13.000000","9.190476","2.271983","4.000000","8.000000","8.000000","5.333333","1.591645","1","1","0.719595","0.719595","-0.146431","0.658941","0.000000","1.066043","49.868824","1.209919",NA,"34.269401","8.567350","29.638450","7.409612","0.000000","0.000000","0.878588","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"17","171.638441","17.477626","0.000000","14","0.190065","12","1.236169","0.773261","0.356673","-1.000000","0.190065","100.000000","0.190065","100.000000","0.000000","0.000000","0.190065","100.000000","4.000000","6.000000","6.000000","4.357143","0.633324","5.000000","11.000000","11.000000","7.857143","1.703261","4.000000","6.000000","6.000000","4.357143","0.633324","1","1","0.707033","0.707033","-0.585725","0.292863","0.000000","1.079669","49.868824","1.209919",NA,"34.877330","8.719333","18.663231","4.665808","0.000000","0.000000","0.878588","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"18","180.443338","73.894576","0.000000","33","0.448009","18","1.730636","0.611219","0.474678","-1.000000","0.448009","100.000000","0.448009","100.000000","0.000000","0.000000","0.448009","100.000000","4.000000","7.000000","7.000000","5.000000","1.030776","11.000000","21.000000","21.000000","17.060606","3.259020","4.000000","7.000000","7.000000","5.000000","1.030776","1","1","0.737360","0.737360","-0.366078","-0.585725","0.000000","1.067531","49.868824","1.209919",NA,"68.434648","17.108662","20.582781","5.145695","0.000000","0.000000","0.878588","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"19","186.407087","164.852395","0.000000","15","0.203641","14","1.607020","0.960051","0.364971","-1.000000","0.203641","100.000000","0.203641","100.000000","0.000000","0.000000","0.203641","100.000000","4.000000","5.000000","4.500000","4.066667","0.258199","3.000000","7.000000","7.000000","5.400000","1.121224","4.000000","5.000000","4.500000","4.066667","0.258199","1","1","1.005099","1.005099","-0.732157","0.658941","0.000000","1.020388","49.868824","1.209919",NA,"32.266877","5.377813","23.727968","3.954661","0.000000","0.000000","1.317882","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"20","188.152061","100.927797","0.000000","18","0.244369","14","1.359786","0.719376","0.387840","-1.000000","0.244369","100.000000","0.244369","100.000000","0.000000","0.000000","0.244369","100.000000","4.000000","5.000000","5.000000","4.166667","0.383482","5.000000","13.000000","13.000000","8.555556","2.617188","4.000000","5.000000","5.000000","4.166667","0.383482","1","1","0.396405","0.396405","-0.366078","0.073216","0.000000","1.061815","49.868824","1.209919",NA,"20.812095","6.937365","12.684631","4.228210","0.000000","0.000000","0.658941","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP.tif",NA,"21","195.602114","157.099287","0.000000","17","0.230793","12","1.483403","0.815255","0.380520","-1.000000","0.230793","100.000000","0.230793","100.000000","0.000000","0.000000","0.230793","100.000000","4.000000","6.000000","6.000000","4.823529","0.808957","13.000000","19.000000","19.000000","16.647059","1.765686","4.000000","6.000000","6.000000","4.823529","0.808957","1","1","0.694471","0.694471","-0.439294","0.512510","0.000000","1.028823","49.868824","1.209919",NA,"72.091686","18.022921","21.821210","5.455302","0.000000","0.000000","0.878588","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"1","10.574434","56.998396","0.000000","14","0.190065","13","1.359786","0.850587","0.356673","-1.000000","0.190065","100.000000","0.190065","100.000000","0.000000","0.000000","0.190065","100.000000","4.000000","5.000000","5.000000","4.285714","0.468807","1.000000","1.000000","1.000000","1.000000","0.000000","4.000000","5.000000","5.000000","4.285714","0.468807","1","1","1.103438","1.103438","-0.951804","-0.366078","0.000000","1.082040","23.333344","1.146562",NA,"6.000000","1.000000","26.993595","4.498932","0.000000","0.000000","1.317882","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"2","36.519975","25.215476","0.000000","15","0.203641","15","1.359786","0.812351","0.364971","-1.000000","0.203641","100.000000","0.203641","100.000000","0.000000","0.000000","0.203641","100.000000","4.000000","7.000000","7.000000","5.066667","1.032796","1.000000","3.000000","3.000000","2.066667","1.032796","4.000000","7.000000","7.000000","5.066667","1.032796","1","1","1.378536","1.378536","-1.317882","-0.146431","0.000000","1.039626","23.333344","1.146562",NA,"13.897172","1.985310","37.657983","5.379712","0.000000","0.000000","1.537529","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"3","62.709218","181.831108","0.000000","12","0.162912","12","1.359786","0.942649","0.338809","-1.000000","0.162912","100.000000","0.162912","100.000000","0.000000","0.000000","0.162912","100.000000","4.000000","5.000000","5.000000","4.250000","0.452267","3.000000","5.000000","5.000000","3.833333","1.029857","4.000000","5.000000","5.000000","4.250000","0.452267","1","1","1.383739","1.383739","-1.171451","0.366078","0.000000","1.127449","23.333344","1.146562",NA,"25.883958","3.697708","28.270794","4.038685","0.000000","0.000000","1.537529","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"4","64.466395","110.043147","0.000000","14","0.190065","14","1.359786","0.850587","0.356673","-1.000000","0.190065","100.000000","0.190065","100.000000","0.000000","0.000000","0.190065","100.000000","4.000000","4.000000","4.000000","4.000000","0.000000","1.000000","3.000000","3.000000","1.142857","0.534522","4.000000","4.000000","4.000000","4.000000","0.000000","1","1","1.103438","1.103438","-0.366078","-0.951804","0.000000","1.082040","23.333344","1.146562",NA,"6.929278","1.154880","23.957210","3.992868","0.000000","0.000000","1.317882","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"5","76.981044","26.838772","0.000000","21","0.285097","14","1.607020","0.767141","0.408289","-1.000000","0.285097","100.000000","0.285097","100.000000","0.000000","0.000000","0.285097","100.000000","4.000000","7.000000","6.500000","5.000000","1.000000","1.000000","3.000000","3.000000","1.952381","1.023533","4.000000","7.000000","6.500000","5.000000","1.000000","1","1","0.590929","0.590929","-0.366078","0.439294","0.000000","1.033394","23.333344","1.146562",NA,"5.860916","1.465229","22.277793","5.569448","0.000000","0.000000","0.878588","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"6","102.684973","49.329055","0.000000","12","0.162912","10","1.236169","0.856954","0.338809","-1.000000","0.162912","100.000000","0.162912","100.000000","0.000000","0.000000","0.162912","100.000000","4.000000","7.000000","7.000000","4.666667","0.984732","1.000000","1.000000","1.000000","1.000000","0.000000","4.000000","7.000000","7.000000","4.666667","0.984732","1","1","0.487386","0.487386","-0.366078","0.292863","0.000000","1.039626","23.333344","1.146562",NA,"3.000000","1.000000","14.262996","4.754332","0.000000","0.000000","0.658941","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"7","119.689311","25.296013","0.000000","12","0.162912","9","0.988935","0.685563","0.338809","-1.000000","0.162912","100.000000","0.162912","100.000000","0.000000","0.000000","0.162912","100.000000","4.000000","6.000000","6.000000","4.500000","0.674200","1.000000","1.000000","1.000000","1.000000","0.000000","4.000000","6.000000","6.000000","4.500000","0.674200","1","1","0.219647","0.219647","0.000000","-0.219647","0.000000","1.000000","23.333344","1.146562",NA,"2.000000","1.000000","9.444444","4.722222","0.000000","0.000000","0.439294","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"8","148.334941","123.822335","0.000000","15","0.203641","12","1.359786","0.812351","0.364971","-1.000000","0.203641","100.000000","0.203641","100.000000","0.000000","0.000000","0.203641","100.000000","4.000000","5.000000","5.000000","4.333333","0.487950","7.000000","13.000000","13.000000","9.666667","2.350279","4.000000","5.000000","5.000000","4.333333","0.487950","1","1","0.737360","0.737360","-0.512510","-0.439294","0.000000","1.092361","23.333344","1.146562",NA,"45.556776","11.389194","18.064030","4.516008","0.000000","0.000000","0.878588","100.000000"
"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP_CQs",2,"190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"9","214.800123","190.360733","0.000000","15","0.203641","12","1.359786","0.812351","0.364971","-1.000000","0.203641","100.000000","0.203641","100.000000","0.081456","40.000000","0.203641","100.000000","4.000000","5.000000","5.000000","4.200000","0.414039","11.000000","25.000000","25.000000","20.666667","4.514527","4.000000","5.000000","5.000000","4.200000","0.414039","1","1","0.560602","0.560602","-0.439294","-0.292863","0.000000","1.061815","23.333344","1.146562",NA,"86.052665","21.513166","18.386366","4.596592","0.439294","50.000000","0.878588","100.000000"
"190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"1","74.220718","41.273668","0.000000","11","0.149336","10","1.112552","0.817320","0.329124","-1.000000","0.149336","100.000000","0.149336","100.000000","0.000000","0.000000","0.149336","100.000000","4.000000","6.000000","6.000000","4.545455","0.687552","7.000000","11.000000","11.000000","8.818182","1.078720","4.000000","6.000000","6.000000","4.545455","0.687552","1","1","0.530275","0.530275","-0.439294","-0.219647","0.000000","1.079669","25.125029","1.119020",NA,"27.424742","9.141581","14.477112","4.825704","0.000000","0.000000","0.658941","100.000000"
"190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"2","90.509207","85.911263","0.000000","15","0.203641","13","1.483403","0.886201","0.364971","-1.000000","0.203641","100.000000","0.203641","100.000000","0.000000","0.000000","0.203641","100.000000","4.000000","7.000000","6.500000","5.133333","1.060099","5.000000","13.000000","12.000000","7.266667","2.711527","4.000000","7.000000","6.500000","5.133333","1.060099","1","1","0.560602","0.560602","-0.439294","-0.292863","0.000000","1.061815","25.125029","1.119020",NA,"24.799592","6.199898","22.566248","5.641562","0.000000","0.000000","0.878588","100.000000"
"190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"3","101.020724","52.191506","0.000000","26","0.352977","16","1.730636","0.716513","0.438416","-1.000000","0.352977","100.000000","0.352977","100.000000","0.000000","0.000000","0.352977","100.000000","4.000000","4.000000","4.000000","4.000000","0.000000","3.000000","7.000000","7.000000","4.923077","1.197433","4.000000","4.000000","4.000000","4.000000","0.000000","1","1","0.664144","0.664144","-0.366078","-0.512510","0.000000","1.054490","25.125029","1.119020",NA,"18.682018","4.670505","16.000000","4.000000","0.000000","0.000000","0.878588","100.000000"
"190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"4","111.434245","70.201622","0.000000","18","0.244369","13","1.236169","0.653978","0.387840","-1.000000","0.244369","100.000000","0.244369","100.000000","0.000000","0.000000","0.244369","100.000000","4.000000","8.000000","8.000000","5.444444","1.423427","5.000000","9.000000","8.000000","6.666667","1.028992","4.000000","8.000000","8.000000","5.444444","1.423427","1","1","0.573164","0.573164","-0.146431","0.512510","0.000000","1.075317","25.125029","1.119020",NA,"21.527692","5.381923","27.179683","6.794921","0.000000","0.000000","0.878588","100.000000"
"190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1_zstack_histogram_equalized_CQP_CQs",1,"190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2_zstack_histogram_equalized_CQP.tif",NA,"5","135.082905","203.225157","0.000000","17","0.230793","12","1.359786","0.747317","0.380520","-1.000000","0.230793","100.000000","0.230793","100.000000","0.000000","0.000000","0.230793","100.000000","4.000000","7.000000","7.000000","5.294118","1.212678","1.000000","1.000000","1.000000","1.000000","0.000000","4.000000","7.000000","7.000000","5.294118","1.212678","1","1","0.590929","0.590929","-0.366078","-0.439294","0.000000","1.033394","25.125029","1.119020",NA,"4.000000","1.000000","25.563184","6.390796","0.000000","0.000000","0.878588","100.000000"
